name,description,categories,Website,category,address,email,phone,zipcode,city,country
Time4nutrition,Time4Nutrition Sport Nutrition & Supplements,Vitamine- en supplementenwinkel,http://time4nutrition.com,beauty_wellbeing,Keizersgracht 241,info@time4nutrition.com,020 244 1529,1016 EA,Amsterdam,Nederland
LK Products,"Puur natuur en gezond met onze etherische olie of blend, diffuser, geurstokjes, opbergbox en mooie combi pakketten. Goed tegen stress, beter slapen, spieren, gewrichten, verkoudheid, luchtwegen, sporten etc. Kijk eens in onze webshop en verras jezelf of iemand met een gezond wellness cadeau.",Aromatherapie-artikelen winkel,http://lkproducts.nl,beauty_wellbeing,19,service@lkproducts.nl,0616402301,6641na,Beuningen,Nederland
SipIt,,Vitamine- en supplementenwinkel,http://www.sipitstore.com,beauty_wellbeing,Rachelsmolen 1,contact@sipitstore.com,-,5612 MA,Eindhoven,Nederland
Mijairyn Beauty,"Mijairyn Beauty is specialized in handmade, vegan beauty products. All our products are carefully handpicked by our founder and CEO (Chief Executive Officer),  Genaira Maduro. 

Our goal is to encourage everyone to be themselves. Mijairyn Beauty believes being yourself, is equivalent to being unique. We live in a society that obligates you to be something you’re not. However, you can choose what or whomever you want to be.

Therefore our slogan: Dare to be you!

We aspire to be a brand and a movement. Boosting every unique person with the confidence and encouragement for a lifetime",Cosmetica winkel,http://www.mijairynbeauty.eu,beauty_wellbeing,Frank van Borselenstraat 95,info@mijairynbeauty.eu,,2613NK,Delft,Nederland
Fit & Feminine,"Blijf fit met trainingen in de sportschool of thuis! Onze 8-Weken Guides zijn gemaakt om jou te helpen met het behalen van je fitnessdoelen. De guides bevatten een trainingsschema voor 8 weken en verschillende voedingsschema's. Ook hebben we achtergrondinformatie over training en voeding toegevoegd. 
Tijdens deze lockdown blijven wij samen met honderden andere meiden fit doormiddel van de Home Guide. Bekijk de ervaring van andere meiden hier. ",Fitnessprogramma,http://fit-andfeminine.com,beauty_wellbeing,,md.fitandfeminine@gmail.com,,,,Nederland
Testyourparfum,,Parfumerie,http://testyourparfum.com,beauty_wellbeing,,info@testyourparfum.com,,,,Nederland
CocoStrips.nl,Voor een frisse en stralende glimlach!,Beauty en welzijn,http://cocostrips.nl,beauty_wellbeing,,contact@cocostrips.nl,06-83333375,,,Nederland
MAVRO International,Producent en leverancier van reinigings- en beschermingsmiddelen.,Beauty en welzijn,http://mavro-int.com,beauty_wellbeing,Valeton 15,a.degram@mavro-int.com,0418680680,5301LW,Zaltbommel,Nederland
CBDHolland,"CBD hemp drops, creams, extracts, edibles and cosmetics",Beauty en welzijn,https://cbdholland.com,beauty_wellbeing,,cbdholland.amsterdam@gmail.com,,,,Nederland
Maria Treben Natuurproducten,"Maria Treben heeft de natuur in huis gehaald, leef gezonder en ben één met de natuur. De Zweedse Kruiden zijn voor heel veel klachten en aandoeningen geschikt en zeker ook preventief te gebruiken. Daarnaast hebben we in ons assortiment o.a. balsems, crèmes, douche-bad, lotion, shampoos, oliën en tincturen. Kijk op onze website voor het gehele assortiment.",Kruidenkenner,http://mariatreben.nl,beauty_wellbeing,Rinkenslaan 62-A,info@mariatreben.nl,0031-(0)644976148,6373 CV,Landgraaf,
BesteCBD,Beste CBD Cannabis olie - Al onze CBD producten zijn van topkwaliteit uit biologisch geteelde hennep planten. THC Vrij! Bekijk onze shop!,Fitness- en voedingsservice,https://bestecbd.nl,beauty_wellbeing,Zadelmakerstraat 68A,info@bestecbd.nl,+31 6 827 913 37,1991JE,Velserbroek,Nederland
Miniperfume,"ONZE WEBSITE IS GEWIJD AAN DE DECANTEREN ORIGINEEL LUXE EN SELECTIEF PARFUM IN NEDERLAND

Wanneer precies dit concept verscheen, weet niemand. Dit concept biedt nieuwe kansen voor alle parfumliefhebbers. Decanteer parfumerie is een activiteit die het aanschaffen van één flesje parfum inhoudt met als doel afscheiding en verder gebruik. Eau de toilette of parfum wordt verdeeld in verstuivers (kleine flesjes met een spuitfles).WAAROM DECANTEREN PARFUM?
Voordat u een grote fles parfum koopt, kunt u eerst de geur zelf testen. Dit is erg handig om te begrijpen of de geur geschikt voor u is en hoe anderen erop reageren. Het is bekend dat dezelfde geur van parfum voor elke persoon anders kan worden onthuld. Zo bevrijd je jezelf van te dure fouten.

Bovendien is deze methode ideaal voor mensen met een bescheiden budget. Ook zal dit u toelaten om te kopen (tester) met een originele geur voor een kleine hoeveelheid en draag het voor een tijdje.

Ten derde is het bekend dat parfums dagelijks en voor speciale gelegenheden zijn. Het kopen van dure parfums voor zeldzame speciale gelegenheden heeft ook geen zin. Daarom wordt het zeer relevante decanteren parfums. U bespaart niet alleen tijd, maar ook ruimte op de toiletplank. Voor speciale evenementen is slechts een geur van 2-5-10 ml voldoende.

Het kopen van een kwaliteitsparfum is eigenlijk niet zo eenvoudig, aangezien er veel vervalsingen op de markt zijn. Maar u kunt zeker zijn van de kwaliteit van onze producten. We waarderen onze reputatie en werken alleen met vertrouwde leveranciers. Een garantie voor de authenticiteit van elke druppel parfum in onze flesjes.

Dank u voor het kiezen van ons!",Cosmetica en parfums leverancier,http://miniperfume.nl,beauty_wellbeing,Leuvenstraat 4,ana@miniperfume.nl ,0641382521,1066 HC,Amsterdam,Nederland
Vitaviva B.V.,"www.vitaviva.com - The convenient solution!!!
Vitaviva B.V. is a renowned online store, which was established in 1999. 
Vitaviva deals with the highest quality dietary supplements at a fair price.
Furthermore www.vitaviva.com is centrally located in Holland for easy and fast delivery to most of Europe.",Fitness- en voedingsservice,https://www.vitaviva.com,beauty_wellbeing,Herengracht 500,viva@vitaviva.com,+31 (0) 20 2443157 ,1017 CB,Amsterdam,Nederland
Pure-Extract-CBD B.V.,"Pure Extract offers a wide range of premium CBD products. Through our products, we want you to discover the power of hemp and make you appreciate it at its true value.
",E-commerceservice,http://pure-extract-cbd.com,beauty_wellbeing,corkstraat 46,steven@pure-extract-cbd.com,0638158000,3047 Ac,rotterdam,Nederland
Igene,"iGene gives you practical information to help you live a healthier and happier life, based on your own DNA profile. Find out more about DNA analysis and the iGene App.",Beauty en welzijn,http://www.igene.eu,beauty_wellbeing,Oude Haven 102 ,info@igene.eu,+31 (0)10 310 4200,6511 XH,Nijmegen,Nederland
Cellics,"Cellics is een compacte lijn bestaande uit high nutrition in poedervorm, met een focus op de huid. Gemakkelijk in gebruik, persoonlijk te doseren en vol natuurlijke en organische ingrediënten. Cellics draagt bij aan een mooie huid, door één schepje per dag bij je ontbijt. Je roert het gemakkelijk door een glas water, een sapje of je ochtendsmoothie. Cellics won 'Professional Beautyproduct of the Year 2018.'",Huidverzorgingskliniek,https://cellics.nl,beauty_wellbeing,Molenkampseweg 20,info@cellics.nl,+31 499 210000,5681 PE Best,Best,Nederland
Spiru,"Bewust, authentiek en soms met de hand gemaakt. Producten voor een Zenvol leven!

Bij Spiru vind je alles op het gebied van meditatie & yoga. Voor Wierook,Spiritualiteit en Edelstenen",Meditatiecentrum,http://spiru.nl,beauty_wellbeing,Osloweg 83,klantenservice@spiru.nl,050 211 2942,9723 BJ,Groningen,Nederland
Opiniolandia,¡Gane dinero en línea por hacer encuestas registrándose en Opiniolandia Colombia gratis! ¡Trabaje en línea para obtener recompensas en efectivo y participe hoy mismo en nuestros concursos regulares en línea! ,Beauty en welzijn,http://opiniolandia.com.co,beauty_wellbeing,,,,,,Nederland
Asbascomputers,,Beauty en welzijn,http://www.asbascomputers.nl,beauty_wellbeing,Amsterdamsestraatweg 520,info@asbascomputers.nl,0307852041,3553EN,Utrecht,Verenigde Staten
Newpharma,"Op zoek naar cosmetica, voedingssupplementen of geneesmiddelen (zonder voorschrift) aan een voordelige prijs én met kwaliteitsgarantie? Dan is Newpharma de uitgelezen plek om de zoektocht te starten. Ruim 30.000 producten van 750 bekende merken staan er tot uw beschikking.",Apotheek,http://newpharma.nl,beauty_wellbeing,,,,,,
Drogisterij.net,"Sinds 1999 de grootste drogist op internet. 20.000 artikelen op voorraad: afslanken, verzorging, gezondheid, parfum, seksualiteit, lenzen, fitness, sport.",Apotheek,http://www.drogisterij.net,beauty_wellbeing,Nijverheidsweg 15,Trustpilot@drogisterij.net,085-8883036,3251LP,Stellendam,Nederland
The Lekker Company,"We sell 4 wonderful deodorants. They are vegan, plastic-free and make you smell so lekker. We now sell in 1500+ stores across Europe and hope to make many more armpits happy in the coming years.

Lekker is Dutch for: Pleasant | Yummy | Feelgood | Luscious |Super |Smooth |Great | Cool | Appealing",Cosmeticabranche,http://thelekkercompany.com,beauty_wellbeing,Europalaan 20,info@thelekkercompany.com,+31 (0) 6 81448264,3526 VS,Utrecht,Nederland
Massage voor Haar,"Massage voor Haar biedt vrouwen ontspanningsmassages aan, die zichzelf een moment van rust en ontspanning gunnen. ''Quality time for yourself ''
",Massagetherapeut,http://www.massagevoorhaar.nl,beauty_wellbeing,Fuutlaan,info@massagevoorhaar.nl,0617458914,5613AA,Eindhoven,Nederland
Kuijff,,Haarproductenwinkel,http://kuijff.nl,beauty_wellbeing,,info@kuijff.nl,,,,Nederland
Elite Performance Nutrition,De officiële webshop van Elite Performance Nutrition. Bekijk ons assortiment en bestel jouw supplementen voor maximale progressie!,Fitness- en voedingsservice,http://eliteperformancenutrition.nl,beauty_wellbeing,Markerkant 13 03M,Info@eliteperformancenutrition.nl,,1314AL,Almere,Nederland
MargOlie,"Webwinkel voor etherische olie, verzorgingsproducten van het merk Young Living. Tevens cadeauboxen beschikbaar",Gezondheids- en schoonheidsartikelen winkel,http://margolie.nl,beauty_wellbeing,Simon Vestdijkstraat 5,info@margolie.nl,06-83936131,6708 NW,Wageningen,Nederland
DeCBDstory,Organic Full-spectrum CBD oil,Beauty en welzijn,http://decbdstory.com,beauty_wellbeing,,support@decbdstory.com,,,Amsterdam,Nederland
VG producten,Wij verkopen verzorging- en gezondheids producten van hoge kwaliteit. Daarnaast verkopen wij ook biologische voeding en verantwoorde weggeef pakketten.,Vitamine- en supplementenwinkel,http://vgproducten.nl,beauty_wellbeing,"Steneveld, 20",info@vgproducten.nl,0631290334,6715 HB,Ede,Nederland
De Nagel Shop,"De nagelshop is ontstaan door de liefde voor gel nagellak. Waar bij gewone nagellak de kleur snel beschadigd of vervaagd, blijft gel nagellak ruim 14 dagen zitten en kun je er uiterst van genieten. Klaar met het wachten en laten drogen van je nagels terwijl je nog meer andere dingen te doen hebt. Zo is de liefde voor gel nagellak ontstaan en willen we jullie meenemen in dit geweldige avontuur. Wij als de nagelshop houden ons bezig om voor jou de beste kwaliteit gel nagellak op de markt te brengen. We vinden het uiterst belangrijk dat onze producten niet worden getest op dieren. Onze gel nagellak zal dus altijd VEGAN zijn! Hoe fijn is dat! De nagelshop maakt met veel enthousiasme en liefde unieke en mooie kleuren gel nagellak met salonkwaliteit zodat jouw nagels altijd zullen stralen. Zo kun jij jouw mood bepalen en je stijl! Neem snel een kijkje op de website en maak een reis door verschillende excentrieke kleuren!",Cosmetica winkel,https://denagelshop.nl,beauty_wellbeing,,info@denagelshop.nl,,,,Nederland
The Soap & Candle Company,"The Soap & Candle Company streeft er naar met haar high end geuproducten als WoodWick, Yankee Candle, Ashleigh & Burwood, Millefiori Milano, LaCrosse en Greenleaf Gifts uw woonruimte te verrijken met authentieke natuurlijke heerlijke geuren en zo uw woongenot te verhogen. Wij hebben een webshop en verkopen onze producten bovendien op diverse shopinshop locatie in Nederland. ",Geuren- en aromaleverancier,http://thesoapandcandlecompany.nl,beauty_wellbeing,,sales@thesoapandcandlecompany.nl,,,Lisse,Nederland
Izzicosmetics,,Beauty en welzijn,http://izzicosmetics.com,beauty_wellbeing,,support@izzicosmetics.com,,,Amsterdam,Nederland
Kleinmuisje,"Bij Klein Muisje ben ik constant op zoek naar duurzame en ecologische producten zonder schadelijke stoffen voor jezelf of het milieu.
Deze producten worden door mij met veel liefde en aandacht bij elkaar gezocht.
De naam Klein Muisje is eigenlijk het koosnaampje voor onze inmiddels 4 jarige dochter, welke wij leuk vonden om aan de webshop te binden. 
Klein Muisje richt zich met name op verzorgingsproducten zonder chemische toevoegingen geschikt voor het hele gezin. Toen ik mij hierin ben gaan verdiepen schrok ik eerlijk gezegd wel van de “schadelijke” ingrediënten in onze dagelijkse verzorgingsproducten. 

Dit veroorzaakt ook schade aan ons milieu. Terwijl kleine veranderingen al een hele hoop kunnen betekenen. 
Neem vooral eens een kijkje in ons assortiment en zie wat jij zoal zou kunnen veranderen.
",Natuurlijke geneesmiddelenwinkel,http://kleinmuisje.nl,beauty_wellbeing,,info@kleinmuisje.nl,0614066818,,Kerkrade,Nederland
Vitacura,Magnesium uit de zuiverste bron ter wereld,Vitamine- en supplementenwinkel,http://vitacura.nl,beauty_wellbeing,Vennestraat 38 L,gert@excellent-health.nl,0644680801,2161 LE,Lisse,Nederland
beFesti.,,Vitamine- en supplementenwinkel,http://befesti.nl,beauty_wellbeing,,info@befesti.nl,,,Pijnacker,Nederland
Salon Cosmetic,Bij Salon Cosmetic wordt gewerkt met kwalitatieve producten die geschikt zijn voor de gevoelige en zeer gevoelige huid. Onze specialisatie is huidverbetering bij Rosacea.,Schoonheidssalon,http://saloncosmetic.nl,beauty_wellbeing,Essebaan 73,info@saloncosmetic.nl,06-28096561,2908 LJ,Capelle aan den IJssel,Nederland
Blendsome,Blendsome is een cosmetica onderneming die een unieke showegel levert die jij zelf samenstelt door middel van unieke MoodOils.,Cosmetica en parfums leverancier,http://blendsome.nl,beauty_wellbeing,,hallo@blendsome.nl,,,Eindhoven,Nederland
Fair Leaf,Fair Leaf is dè webshop voor Vegan Supplementen.,Vitamine- en supplementenwinkel,https://fairleaf.nl/,beauty_wellbeing,Faustdreef 175,info@fairleaf.nl,030-7512130,3561LE,Utrecht,Nederland
Le Pur du Souss - Premium Arganolie en meer!,"Wij verkopen natuurlijke producten zoals Premium Arganolie, Rozenwater etc. ",Cosmetisch productleverancier,http://lepurdusouss.nl,beauty_wellbeing,Zonzijde,info@lepurdusouss.nl,0629987633,1567BN,Zaanstad,Nederland
Cressana Nederland,Cressana is gespecialiseerd in de teelt en verwerking van biologische producten tot hoogwaardige voedingssuppletie.,Wellnesscentrum,http://Www.cressana.nl,beauty_wellbeing,Vrusschemigerweg 149,info@cressana.nl,,6417PJ,Heerlen,Nederland
Liroma,Ga een winterdip tegen met de Liroma daglichtlampen,Gezondheids- en schoonheidsartikelen winkel,http://liroma.nl,beauty_wellbeing,Apeldoornseweg 47-1,info@liroma.nl,0636007933,6814BJ,Arnhem,Nederland
JameHairClipper.com,"JameHairClipper.com is onderdeel van Sense 14 B.V.. Ons bedrijf bestaat al een aantal jaar, maar we zijn in juli 2020 met een webshop begonnen. Wij bieden effectieve Tondeuses en Baard Trimmers aan. Deze zijn professioneel en voor thuisgebruik. 

JameHairClipper.com zorgt er voor dat de tondeuses een sterke motor hebben, innovatief en draadloos zijn. Wij vinden het volgende belangrijk en voeren dit uit:

- De volgende dag geleverd
- Product is getest
- 30 dagen niet goed geld terug garantie
- Klantenservice
- Fabrieksgarantie geregeld
- Veilige verpakking

Zorg dus dat je netjes voor de dag komt.  Als klant ben je ons meest waardevolle bezit: hard werken en de klant tevreden stellen. We zijn ervan overtuigd dat we dit kunnen waarmaken met onze clipper-producten. We leveren nu in België en in Nederland!

Met hartelijke groet,

JameHairClipper.com, a product of Sense 14 B.V.

Bussum, 
The Netherlands",Haarproductenwinkel,http://jamehairclipper.com,beauty_wellbeing,"Lijsterlaan, 47",support@jamehairclipper.com,,1403AS,Bussum,Nederland
supmedi.com,"Als je let op een lichaam in balans en je gezondheid op een natuurlijke manier wilt ondersteunen, dan kies je voor de beste kwaliteit die er is. Met SupMedi CBD Supplementen zit je dan altijd goed. Met de beste hennepextracten, de meest betrouwbare productieprocessen en grondige lab-analyses geven wij je het gezonde vertrouwen dat je zoekt om de natuurlijke effecten van CBD zelf te ervaren.",Vitamine- en supplementenwinkel,http://supmedi.com,beauty_wellbeing,Basisweg 43,info@supmedi.com,,1043 AN,Amsterdam,Nederland
Bangerhead,"Met meer dan 20.000 producten op het gebied haarverzorging, huidverzorging, make-up en parfum kunnen we - met trots - zeggen dat we alles aanbieden op het gebied van schoonheid en beauty. We geven je toegang tot geselecteerde producten van de meest vooraanstaande merken ter wereld: waar je ook bent, we staan 24/7 voor je klaar!",Cosmetica winkel,http://bangerhead.nl,beauty_wellbeing,,hoi@bangerhead.nl,+46 (0)18 800 80 15 (Engelstalig - op werkdagen),,Stockholm,Zweden
Haya Oil,Handmade - Vegan - Organic - Cruelty Free,Cosmeticabranche,http://hayaoil.com,beauty_wellbeing,Noord 10,info.hayaoil@gmail.com,,1741BD,Schagen,Nederland
Nordic Oil,"Nordic Oil is jouw betrouwbare leverancier van hoogwaardige CBD-producten. Geen herbiciden, pesticiden, oplosmiddelen, additieven, vulstoffen of smaakstoffen.",Vitamine- en supplementenwinkel,http://nordicoil.nl,beauty_wellbeing,Postbus 1414,info@nordicoil.nl,+31344788342,6501 ,Nijmegen,Nederland
Ketobalans,Jouw go-to winkel voor alles omtrent de ketogene levensstijl,Vitamine- en supplementenwinkel,http://www.ketobalans.nl,beauty_wellbeing,Berghseweg 35,info@ketobalans.nl,,7076AD,Varsselder,Nederland
Beteropenhaardhout,,Beauty en welzijn,http://www.beteropenhaardhout.nl,beauty_wellbeing,,,,,,
Back Market - NL,"Oh hallo! Wij zijn Back Market
Onze missie is om het vertrouwen en verlangen naar refurbished apparaten te herstellen. ",Beauty en welzijn,http://thebackmarket.nl,beauty_wellbeing,154 Boulevard Macdonald,hallo@thebackmarket.nl,,75019 ,Parijs,Frankrijk
Oslo Skin Lab,We believe that taking care of your skin starts from within. ,Beauty en welzijn,http://osloskinlab.nl,beauty_wellbeing,,klantenservice@osloskinlab.nl,+31 (0)800-0201 886,,Amsterdam,Nederland
Yourskin,"Heeft u een vraag over onze website, onze service of over een product? Dan kunt u contact opnemen met onze klantenservice via onderstaande contactgegevens. De klantenservice is bereikbaar van maandag tot en met vrijdag van 9:00 tot 17:00 uur.",Wellnesscentrum,http://yourskin.nl,beauty_wellbeing,Bosberg 41,klantenservice@yourskin.nl,088 990 86 20,7271 LE,Borculo,Nederland
Nl Pearlwax,Efficiënt waxen met Pearlwax™,Beauty en welzijn,https://nl.pearlwax.eu,beauty_wellbeing,Grønlandsvej 5,info@pearlwax.dk,,8660,Skanderborg,Denemarken
Parfumswinkel,"Dé webshop voor al uw beautyproducten.

Contact:
klantenservice@parfumswinkel.nl",Parfumerie,http://www.parfumswinkel.nl,beauty_wellbeing,Wilhelminastraat 25,klantenservice@parfumswinkel.nl,085-4011118,4818SB,Breda,Nederland
SpaOnline.com,"Nederlands grootste boeking site voor alle sauna's, thermen en spa's. De beste prijzen, alle informatie en de beste service.",Wellnesscentrum,http://www.spaonline.com,beauty_wellbeing,Bahialaan 600,klantenservice@spaonline.com,010 7200 567 ,3065WC,Rotterdam,Verenigde Staten
BCC,BCC bestaat al sinds 1969 en is met 65 winkels en een webshop (bcc.nl) één van de grootste en succesvolste elektro-retailers van Nederland. Onze ruim 1500 enthousiaste en gepassioneerde medewerkers streven ernaar om onze klanten de hoogst mogelijke service en de beste prijzen te bieden.,Huishoudapparatuur winkel,https://www.bcc.nl,beauty_wellbeing,Bellsingel 61,,020 334 88 88,1118 ZN,Schiphol,Nederland
Superdry NL,,Beauty en welzijn,http://www.superdry.nl,beauty_wellbeing,Unit 60 The Runnings,care@superdry.nl,0202628131 ,GL51 9NW,Cheltenham,Verenigd Koninkrijk
:YOURS Cosmetics,,Cosmetisch productleverancier,http://yourscosmetics.com,beauty_wellbeing,Sterrenwacht 75,info@yourscosmetics.nl,+316 47 02 58 97,3901SV,Veenendaal,Nederland
Shinebrightwhitening,"Shine Bright Whitening voor de ultieme lach op je gezicht.
Wij zijn gespecialiseerd in het bleken van uw gebit.
✅ Witte tanden binnen 30 minuten.
✅ Gratis verzending vanaf € 40,-
✅ Snelle service & Levering
",Cosmetisch productleverancier,https://www.shinebrightwhitening.nl,beauty_wellbeing,Binnenhof 139,info@shinebrightwhitening.nl,0620772200,1354km,Almere,Nederland
You-R-Nature,"Bij You R Nature staan jij en jou (energie) balans centraal. Praktijk voor Kinesiologie, Touch for Health en Aromatherapie. Essentiële oliën en Edelstenen",Kinesioloog,http://you-r-nature.nl,beauty_wellbeing,,,,,,Nederland
ProBeauty,For the hair & beauty lover,Kappersbenodigdheden winkel,https://probeauty.nl,beauty_wellbeing,Informaticaweg 5A,klantenservice@probeauty.nl,0316531501,7007CP,Doetinchem,Nederland
Bjoetiekje,"Ik hoop u met de webshop enthousiast te maken voor de prachtige, natuurlijke producten van LakShmi, Ayumi & MaterNatura.
't Bjoetiekje is een schoonheidssalon & webshop gevestigd in Kerkrade en biedt holistische behandelingen met de organische producten van LakShmi. De huidverbeterende behandelingen van Salonnepro bieden effectieve resultaten voor elk huidprobleem.
",Schoonheidssalon,http://bjoetiekje.nl,beauty_wellbeing,Ailbertuslaan 98,sales@bjoetiekje.nl,0683195205,6461 TD,Kerkrade,Nederland
Anonymmodz,,Beauty en welzijn,http://anonymmodz.com,beauty_wellbeing,,store@anonymmodz.com,,,,Nederland
Vitaminewinkel Geerde,Hier vindt u een met zorg geselecteerd assortiment van kwalitatief en kwantitatief goede supplementen.,Vitamine- en supplementenwinkel,https://www.vitaminewinkelgeerde.nl,beauty_wellbeing,Geerde 64,info@vitaminewinkelgeerde.nl,0610430465,5142NP,Waalwijk,Nederland
Saffronwebshop,"For centuries, saffron has been a key ingredient in dishes from cuisines all over the world. To supply those cooking all these wonderful dishes with the right product, Saffron Webshop aims to deliver the highest quality saffron for the best price. Our team is working continuously to provide our clients with premium products and services. 

In our webshop you can find saffron in all quantities and packages, from half grams to dozens and from small cans to complete gift boxes. Besides providing saffron products, we have a list with delicious recipes that contain saffron.",Kruidenkenner,http://saffronwebshop.com,beauty_wellbeing,,,,,,Nederland
Arganeizylar,"Argane Izylar, 100 %pure premium kwaliteit gecertificeerde arganolie.",Cosmeticabranche,http://arganeizylar.nl,beauty_wellbeing,Edisonstraat 16,info@arganeizylar.nl,0642215798,2809 PB,Gouda,Nederland
dotdotskin,Cruelty-Free Korean skincare store based in The Netherlands. Your trusted source for Korean skincare. ,Cosmeticawinkel,https://www.dotdotskin.com,beauty_wellbeing,,hello@dotdotskin.com,,,,Nederland
Shambu.nl,"Shambu is de eco-webshop voor duurzaam, eco friendly & vegan shampoo, zeep, uiterlijke verzorging, huis tuin en Keuken producten. Daarnaast vindt u bij Shambu een uitgebreid assortiment aan Zero waste artikelen en nog veel meer! Neem een kijkje en verwen u zelf en helpt tegelijk mee aan een betere wereld!",Haarproductenwinkel,http://shambu.nl,beauty_wellbeing,Prinsesseweg 79,Shambushop@outlook.com,,9717 BE,Groningen,Nederland
Fitjong,Sport- en voedingsadvies,Fitness- en voedingsservice,http://fitjong.com,beauty_wellbeing,,info@fitjong.com,06-27377661,,,Nederland
bodyPWR,"Wij bieden jou in 40 minuten de meest effectieve total body workout waarmee je vitaler, krachtiger en energieker zult worden. We unleash your POWER! De met zorg geselecteerde Reformers zijn als een verlengstuk van je lichaam en bieden een uiterst uitdagende, effectieve en veilige workout. Onze deskundige coaches zijn toegewijd aan het ontwikkelen van jouw oorspronkelijke levenskracht. Deze transformational fitness is niet alleen uitermate effectief maar vooral ook leuk en dynamisch met als enige bijwerking dat het verslavend is. 

BodyPWR is centraal gelegen in Almere en naast small group training bieden we ook personal training aan en ondersteuning bij het realiseren van een gezond lichaamsgewicht.",Pilatesstudio,https://bodypwr.nl,beauty_wellbeing,Markerkant 13 3 E,info@bodypwr.nl,0362027006,1314 AL,Almere,Nederland
Meauna,"Gespecialiseerd in haarproducten, zorgen wij ervoor dat zowel man als vrouw zich weer zelfverzekerd kan voelen met het stoppen van de haaruitval en bevorderen van de haargroei.",Haarproductenwinkel,http://meauna.com,beauty_wellbeing,Keizersgracht 520H,info@meauna.com,,1017EK,Amsterdam,Nederland
Visiondrops,Verkoop van authentieke Verzorgingsproducten uit Amerika.,Cosmeticabranche,http://visiondrops.nl,beauty_wellbeing,Overbeek 27,Info@visiondrops.nl,,2201 GP,Noordwijk,Nederland
Suppzone,Een webshop gefocust op sport nutrition.,Vitamine- en supplementenwinkel,http://suppzone.nl,beauty_wellbeing,nervistraat 8,info@suppzone.nl,,8013rs,Zwolle,Nederland
UrbanChick Cosmetics Amsterdam,Luxury Make-up,Cosmeticabranche,https://urbanchickcosmetics.com,beauty_wellbeing,Amstelveenseweg 251-1,info@urbanchickcosmetics.com,0202157159,1076CR,Amsterdam,Nederland
Fyllde,"🇨🇵Notre mission : démocratiser les vertus uniques du chanvre. Nous offrons à tous des huiles de CBD, baumes de CBD et boosters pour vape d'une pureté et d'une qualité inégalées en Europe. Nos produits sont certifiés 0 THC. Livraison le lendemain gratuite en France, Belgique, Suisse et partout en Europe dès 50 euros d'achats

🇬🇧Our mission is to unleash the amazing benefits of hemp for everyone with no risk. We offer the highest quality and purity in Europe with our CBD oils, CBD balms, and CBD boosters for e-liquids. Our products are certified THC-free. Free express delivery in the UK, in Ireland and anywhere in Europe.",Wellnesscentrum,http://fyllde.com,beauty_wellbeing,Maasstraat 30-3,info@fyllde.com,+31611155848 / +33656832198,1078HK,Amsterdam,Nederland
Koopmondkapjes.eu - betrouwbare mondkapjes en mondmaskers,KoopMondkapjes.eu verkoopt mondkapjes en mondmaskers. Alle producten zijn op voorraad in Nederland. Voor 22:00 uur besteld = dezelfde werkdag nog verzonden en de volgende dag GRATIS geleverd met PostNL of DHL.,Hygiëneservice,http://koopmondkapjes.eu,beauty_wellbeing,Stadsplateau 7,info@koopmondkapjes.eu,085-8883878,3521 AZ,Utrecht,Nederland
Ancora Health B.V.,"Krijg weer grip op je gezondheid, welzijn en prestaties. Ancora is een persoonlijk gezondheidsplan gericht op preventie, waarbij je jouw gezondheidsrisico’s leert kennen en deze met gerichte actieplannen proactief kunt aanpakken. We helpen volwassenen in alle levensfasen op weg naar een betere gezondheid - hoe eerder je begint, hoe meer je ervan kunt profiteren.

</br></br>

<i>Never again feel powerless to influence your health. Ancora is a personal health plan focused on prevention, helping you proactively address your health risks. We help adults at all stages of life enjoy better health – the sooner you get started, the more benefits you gain.</i>",Wellnessprogramma,http://ancora.health,beauty_wellbeing,Herestraat 106,info@ancora.health,(+31) 085 1303267,9711 LM,Groningen,Nederland
Kappersmerken.nl,,Cosmetisch productleverancier,https://www.kappersmerken.nl,beauty_wellbeing,Klokhoek 14,hallo@kappersmerken.nl,020 214 2383,3833gx,Leusden,Nederland
Svensson,Winkel gerund met behulp van WooCommerce,Vitamine- en supplementenwinkel,http://svensson.club,beauty_wellbeing,Rijksweg 2,klantenservice@svensson.club,0031117377111,4529 JC,Eede,Nederland
Jimmy Joy,"Providing you with all 27 essential vitamins and minerals, protein, essential fats, carbs, fibre. Optimal nutrition with minimal impact on the environment.",Beauty en welzijn,http://jimmyjoy.com,beauty_wellbeing,,,,,,Nederland
